Full_Name,Age,Birthday,Gender,Barangay,Civil_Status,Educational_Attainment,Employment_Status,Monthly_Income,Number_of_Dependents,With_Minor,With_PWD,Disability_Category,Type_of_Solo_Parent,Duration_Months,Is_Pregnant,Youngest_Child_Age,Receiving_Other_Govt_Cash_Aid,Formal_PhilHealth_Member,Dependent_Currently_Studying,Below_Poverty_Line,Eligibility,Cash_Subsidy_Sec15a,VAT_Discount_Sec15b,PhilHealth_Coverage_Sec15c,Livelihood_Priority_Sec15d,Housing_Priority_Sec15e,Educational_Support_Sec9,Priority_Level,Recommendation,Remarks
Grace Ocampo,67,06/14/1959,F,Duhat,Separated,Vocational,Part-Time,4306,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",47,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Precious Ocampo,27,12/13/1998,F,Labuin,Widow,Vocational,Unemployed,11061,0,No,No,N/A,"Declaration of nullity, annulment, or divorce",23,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Efren Garcia,32,01/11/1993,M,Patimbao,Annulled,College,Employed,29434,3,Yes,No,N/A,Physical or mental incapacity of spouse,60,0,5,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Cristina Reyes,28,04/24/1997,F,Alipit,Separated,High School,Self-Employed,29291,1,No,Yes,Physical,Relative within 4th civil degree assuming care,4,0,0,No,No,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 4 month(s); RA 11861 requires at least 6 month(s) for this category.
Julius Mendoza,35,05/03/1990,M,San Pablo Sur,Separated,Vocational,Part-Time,19696,5,Yes,No,N/A,Birth of child due to rape,57,0,7,No,Yes,No,No,Eligible,No,No,No,Yes,No,No,Low,Livelihood/Employment Priority (Sec. 15d),
Edgardo Rivera,43,01/24/1983,M,Bubukal,Married,Elementary,Self-Employed,30957,5,No,Yes,Mental/Psychosocial,Legal or de facto separation,7,0,7,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Carlito Flores,40,06/13/1986,F,San Juan,Married,Vocational,Part-Time,13517,4,No,No,N/A,Pregnant woman solely responsible for unborn child,48,1,4,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Editha Salazar,21,06/17/2004,F,Bubukal,Separated,High School,Self-Employed,37843,2,Yes,Yes,Sensory (Visual/Hearing),Relative within 4th civil degree assuming care,21,0,7,No,No,No,No,Eligible,No,No,Yes,No,No,No,Medium,PhilHealth/NHIP Coverage (Sec. 15c),
Malou Ramos,38,06/10/1988,F,Duhat,Single,College,Unemployed,3258,0,No,No,N/A,Legal or de facto separation,32,0,,Yes,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Cecilia Mendoza,51,09/10/1975,F,Labuin,Married,Elementary,Employed,31960,3,Yes,No,N/A,Abandonment by spouse,43,0,7,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Jocelyn Pascual,50,07/19/1975,F,San Pablo Norte,Single,College,Self-Employed,39776,3,No,No,N/A,Unmarried parent who keeps and rears the child,52,0,2,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Julius Ocampo,32,06/11/1993,M,Bubukal,Married,Postgraduate,Part-Time,13723,5,No,No,N/A,Legal or de facto separation,52,0,7,No,No,No,Yes,Eligible,Yes,No,Yes,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Jose Aquino,66,05/03/1960,M,San Juan,Single,College,Part-Time,12648,3,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",1,0,4,Yes,No,No,Yes,Eligible,No,Yes,Yes,Yes,Yes,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Bernardo Del Rosario,61,08/20/1965,M,San Pablo Sur,Separated,Vocational,Unemployed,10724,2,No,No,N/A,Unmarried parent who keeps and rears the child,2,0,3,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Ramon Rivera,44,03/03/1981,M,Calios,Single,College,Self-Employed,28521,5,No,No,N/A,Spouse/family member/guardian of an OFW,3,0,2,No,No,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 3 month(s); RA 11861 requires at least 12 month(s) for this category.
Bernardo Cruz,59,10/18/1966,M,San Juan,Annulled,High School,Part-Time,6786,0,No,No,N/A,Physical or mental incapacity of spouse,15,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Noel Reyes,66,05/14/1960,F,San Pablo Norte,Married,Elementary,Unemployed,13121,0,No,No,N/A,Legal or de facto separation,37,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Reynaldo Garcia,61,11/25/1965,M,Bubukal,Widow,High School,Part-Time,14143,4,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,44,0,1,Yes,No,No,Yes,Eligible,No,Yes,Yes,Yes,Yes,No,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Reynaldo Ocampo,66,01/30/1960,M,Patimbao,Married,Elementary,Self-Employed,7728,2,Yes,Yes,Physical,Spouse/family member/guardian of an OFW,57,0,7,No,Yes,Yes,Yes,Eligible,Yes,No,No,No,Yes,Yes,High,"Cash Subsidy (Sec. 15a), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Edgardo Flores,21,08/21/2004,M,San Pablo Norte,Annulled,Elementary,Unemployed,8984,1,No,No,N/A,Abandonment by spouse,22,0,7,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Reynaldo Fernandez,27,01/13/1999,M,Santisima Cruz,Separated,Vocational,Unemployed,2141,5,No,No,N/A,"Legal guardian, adoptive, or foster parent",33,0,9,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Ana Cruz,20,12/01/2006,F,San Juan,Annulled,Elementary,Self-Employed,20541,3,No,No,N/A,Spouse/family member/guardian of an OFW,23,0,2,No,Yes,No,No,Eligible,No,Yes,No,No,No,No,Low,VAT Discount/Exemption (Sec. 15b),
Gilbert Villanueva,27,09/14/1999,M,San Pablo Sur,Separated,High School,Unemployed,2255,1,No,No,N/A,Legal or de facto separation,23,0,2,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Vicente Garcia,34,01/14/1992,M,San Juan,Married,Elementary,Unemployed,15697,0,No,No,N/A,Abandonment by spouse,18,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Dela Cruz,65,04/04/1960,M,Labuin,Annulled,College,Unemployed,4131,2,No,No,N/A,Death of spouse,46,0,3,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Leonora Pascual,58,02/28/1968,F,Bagumbayan,Widow,High School,Unemployed,6131,2,No,Yes,Mental/Psychosocial,Physical or mental incapacity of spouse,44,0,1,Yes,No,Yes,Yes,Eligible,No,Yes,Yes,Yes,Yes,Yes,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Edgardo Fernandez,63,09/22/1963,M,San Pablo Sur,Widow,College,Part-Time,18900,0,No,Yes,Sensory (Visual/Hearing),Detention of spouse (3+ months) or serving sentence,35,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Grace Mendoza,68,02/27/1957,F,Labuin,Married,Vocational,Part-Time,13700,0,No,No,N/A,Death of spouse,26,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Dela Cruz,30,04/14/1996,M,Bubukal,Widow,Elementary,Unemployed,14679,0,No,No,N/A,Birth of child due to rape,7,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Jocelyn Cruz,25,10/28/2000,F,Labuin,Widow,Vocational,Part-Time,10138,5,No,No,N/A,Unmarried parent who keeps and rears the child,34,0,3,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Vicente Reyes,40,11/11/1985,M,San Juan,Widow,Vocational,Part-Time,5759,0,No,No,N/A,Abandonment by spouse,43,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Ocampo,36,10/24/1989,F,Santisima Cruz,Single,College,Self-Employed,21047,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,51,0,,Yes,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Grace Aquino,26,04/06/2000,F,San Pablo Norte,Separated,Postgraduate,Self-Employed,38072,0,No,No,N/A,Relative within 4th civil degree assuming care,32,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Maria Salazar,37,01/14/1989,F,Calios,Widow,High School,Employed,11738,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,36,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Vicente Cruz,29,08/27/1997,F,Calios,Single,Elementary,Employed,39596,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,2,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ferdinand Castillo,65,09/12/1960,M,Santisima Cruz,Married,College,Employed,21908,0,No,No,N/A,Birth of child due to rape,58,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Gilbert Bautista,34,04/30/1991,F,Bagumbayan,Single,Elementary,Self-Employed,36183,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,4,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ferdinand Ocampo,62,03/16/1963,M,Patimbao,Married,College,Self-Employed,8488,1,No,No,N/A,"Legal guardian, adoptive, or foster parent",16,0,7,Yes,No,Yes,Yes,Eligible,No,No,Yes,No,Yes,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Gilbert Rivera,44,08/20/1981,M,Santisima Cruz,Single,Postgraduate,Part-Time,12601,0,No,No,N/A,Physical or mental incapacity of spouse,23,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Vicente Villanueva,21,07/19/2005,F,San Pablo Norte,Separated,Elementary,Part-Time,6648,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,15,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Noel Rivera,30,08/20/1996,M,Santisima Cruz,Married,Postgraduate,Employed,18825,4,Yes,No,N/A,Birth of child due to rape,14,0,5,No,No,Yes,No,Eligible,No,Yes,Yes,No,No,Yes,Medium,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Precious Mendoza,26,02/11/1999,F,Bubukal,Annulled,Postgraduate,Employed,34114,5,Yes,Yes,Mental/Psychosocial,Legal or de facto separation,48,0,8,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Medium,PhilHealth/NHIP Coverage (Sec. 15c),
Luzviminda Gonzales,28,01/30/1997,F,Bubukal,Single,Vocational,Unemployed,11070,2,Yes,No,N/A,Birth of child due to rape,34,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Mark Villanueva,66,11/03/1960,M,Patimbao,Widow,High School,Employed,9473,0,No,No,N/A,Physical or mental incapacity of spouse,19,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Editha Del Rosario,39,09/13/1986,F,San Pablo Sur,Separated,Postgraduate,Self-Employed,14450,0,No,No,N/A,"Declaration of nullity, annulment, or divorce",56,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Corazon Fernandez,62,05/18/1964,F,San Juan,Married,College,Part-Time,13888,0,No,Yes,Physical,Abandonment by spouse,37,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Editha Dela Cruz,50,06/09/1976,F,Labuin,Annulled,High School,Self-Employed,36351,0,No,Yes,Mental/Psychosocial,Pregnant woman solely responsible for unborn child,0,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Jose Villanueva,30,04/19/1996,M,Bubukal,Widow,Elementary,Part-Time,14767,1,Yes,Yes,Mental/Psychosocial,Birth of child due to rape,38,0,2,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Teresa Ocampo,29,02/16/1996,F,San Juan,Annulled,Vocational,Unemployed,9795,1,No,No,N/A,Abandonment by spouse,7,0,9,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Luzviminda Bautista,49,05/14/1976,F,Bubukal,Single,College,Unemployed,14059,0,No,No,N/A,Abandonment by spouse,18,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Cristina Cruz,44,06/16/1982,F,Duhat,Annulled,High School,Employed,19808,0,No,No,N/A,Spouse/family member/guardian of an OFW,24,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Bernardo Santos,50,10/17/1975,M,San Pablo Norte,Married,Postgraduate,Employed,16459,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,15,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Cecilia Ocampo,53,10/02/1972,F,Bubukal,Separated,Vocational,Unemployed,6274,4,No,No,N/A,Detention of spouse (3+ months) or serving sentence,12,0,0,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Analyn Ocampo,19,09/14/2007,F,Alipit,Widow,High School,Self-Employed,6015,0,No,No,N/A,Birth of child due to rape,41,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Corazon Rivera,44,06/16/1982,F,San Pablo Sur,Single,Elementary,Employed,20033,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Noel Bautista,19,06/20/2006,M,Duhat,Married,College,Self-Employed,4499,0,No,No,N/A,"Declaration of nullity, annulment, or divorce",20,0,,Yes,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Edgardo Ramos,42,09/08/1984,M,Santisima Cruz,Separated,Vocational,Employed,29071,2,No,No,N/A,Legal or de facto separation,43,0,0,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Luzviminda Aquino,38,12/27/1987,F,San Pablo Norte,Married,High School,Employed,39721,2,Yes,No,N/A,Spouse/family member/guardian of an OFW,25,0,8,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Angelica Dela Cruz,55,10/03/1971,F,Santisima Cruz,Separated,College,Employed,37255,0,No,No,N/A,Legal or de facto separation,33,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Nestor Reyes,28,02/18/1998,M,Calios,Separated,Elementary,Self-Employed,23874,1,Yes,No,N/A,Death of spouse,21,0,7,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Precious Pascual,35,09/20/1991,F,Alipit,Annulled,Elementary,Unemployed,408,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",54,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Dominador Rivera,50,08/17/1976,M,Calios,Widow,Postgraduate,Part-Time,8001,0,No,No,N/A,Death of spouse,52,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Mark Ramos,68,10/08/1957,M,Duhat,Annulled,Vocational,Part-Time,14546,2,No,No,N/A,Spouse/family member/guardian of an OFW,7,0,5,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 7 month(s); RA 11861 requires at least 12 month(s) for this category.
Roberto Del Rosario,31,06/11/1995,M,Santisima Cruz,Separated,Postgraduate,Self-Employed,35621,2,Yes,Yes,Mental/Psychosocial,Abandonment by spouse,36,0,7,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Cristina Salazar,66,09/23/1960,F,Bagumbayan,Single,Vocational,Unemployed,11523,0,No,No,N/A,Birth of child due to rape,40,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Julius Rivera,26,07/03/2000,M,Bubukal,Married,College,Part-Time,4808,0,No,Yes,Sensory (Visual/Hearing),Detention of spouse (3+ months) or serving sentence,45,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Luzviminda Garcia,45,12/22/1981,F,Duhat,Annulled,Postgraduate,Part-Time,3229,0,No,No,N/A,Birth of child due to rape,9,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Teresa Salazar,48,09/02/1977,F,San Juan,Annulled,Postgraduate,Employed,32151,5,Yes,No,N/A,Relative within 4th civil degree assuming care,46,0,0,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Leonora Dela Cruz,43,10/13/1982,F,San Juan,Annulled,College,Unemployed,4301,5,Yes,No,N/A,Physical or mental incapacity of spouse,17,0,9,No,Yes,No,Yes,Eligible,Yes,No,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
